1	1
2	0
3	0
4	1
5	1
6	0
7	1
8	1
9	0
10	1
11	0
12	0
13	1
14	0
15	0
16	0
17	0
18	1
19	1
20	1
21	1
22	1
23	0
24	0
25	1
26	1
27	0
28	1
29	0
30	0
31	0
32	0
33	0
34	1
35	0
36	0
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	0
45	0
46	1
47	0
48	1
49	1
50	1
51	0
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	0
60	0
61	1
62	0
63	0
64	1
65	1
66	1
67	1
68	0
69	1
70	1
71	0
72	1
73	1
74	0
75	0
76	0
77	0
78	1
79	0
80	0
81	1
82	0
83	1
84	1
85	0
86	1
87	1
88	1
89	1
90	0
91	1
92	1
93	0
94	0
95	1
96	1
97	1
98	1
99	1
100	0
101	0
102	1
103	0
104	0
105	0
106	1
107	0
108	0
109	1
110	0
111	1
112	0
113	0
114	0
115	0
116	1
117	1
118	1
119	0
120	1
121	1
122	0
123	1
124	1
125	1
126	1
127	1
128	0
129	0
130	0
131	0
132	1
133	0
134	0
135	1
136	0
137	1
138	0
139	1
140	1
141	0
142	1
143	1
144	0
145	1
146	1
147	1
148	1
149	1
150	0
151	0
152	1
153	0
154	1
155	0
156	1
157	0
158	1
159	0
160	0
161	1
162	1
163	1
164	1
165	1
166	0
167	0
168	1
169	0
170	1
171	0
172	0
173	0
174	1
175	0
176	0
177	1
178	0
179	1
180	1
181	0
182	0
183	1
184	0
185	0
186	1
187	1
188	1
189	1
190	1
191	0
192	1
193	0
194	0
195	1
196	1
197	1
198	0
199	1
200	1
201	1
202	1
203	0
204	0
205	1
206	0
207	1
208	1
209	0
210	1
211	1
212	0
213	0
214	1
215	1
216	0
217	0
218	0
219	1
220	0
221	0
222	1
223	0
224	0
225	0
226	1
227	0
228	0
229	0
230	0
231	0
232	0
233	1
234	0
235	0
236	1
237	1
238	1
239	0
240	1
241	0
242	0
243	0
244	0
245	1
246	1
247	0
248	0
249	0
250	0
251	1
252	1
253	1
254	0
255	0
256	1
257	1
258	1
259	0
260	1
261	0
262	0
263	1
264	0
265	0
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	0
274	0
275	0
276	0
277	0
278	1
279	1
280	0
281	0
282	0
283	1
284	0
285	1
286	1
287	0
288	1
289	0
290	0
291	1
292	0
293	1
294	1
295	0
296	0
297	0
298	0
299	0
300	1
301	0
302	1
303	0
304	0
305	1
306	1
307	0
308	1
309	0
310	0
311	1
312	0
313	1
314	0
315	1
316	0
317	1
318	0
319	0
320	1
321	0
322	0
323	0
324	0
325	0
326	0
327	1
328	1
329	0
330	1
331	1
332	1
333	0
334	1
335	1
336	1
337	0
338	1
339	1
340	0
341	1
342	1
343	0
344	1
345	0
346	0
347	0
348	1
349	1
350	1
351	0
352	0
353	0
354	1
355	0
356	0
357	1
358	1
359	0
360	1
361	0
362	0
363	0
364	1
365	0
366	0
367	0
368	1
369	0
370	1
371	0
372	0
373	1
374	1
375	0
376	0
377	1
378	1
379	1
380	0
381	0
382	1
383	1
384	1
385	0
386	1
387	0
388	1
389	1
390	1
391	0
392	1
393	0
394	0
395	1
396	0
397	0
398	0
399	1
400	0
401	1
402	0
403	0
404	0
405	1
406	1
407	1
408	1
409	1
410	1
411	0
412	1
413	0
414	0
415	1
416	0
417	1
418	0
419	1
420	1
421	0
422	0
423	0
424	1
425	1
426	0
427	0
428	1
429	1
430	1
431	1
432	0
433	0
434	0
435	0
436	1
437	0
438	1
439	1
440	1
441	0
442	0
443	1
444	1
445	1
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	1
456	1
457	1
458	1
459	1
460	0
461	0
462	0
463	1
464	0
465	0
466	0
467	0
468	1
469	1
470	0
471	0
472	1
473	1
474	1
475	0
476	1
477	0
478	1
479	1
480	1
481	0
482	1
483	1
484	0
485	0
486	0
487	1
488	0
489	0
490	0
491	0
492	1
493	1
494	0
495	0
496	1
497	0
498	0
499	1
500	0
501	1
502	1
503	1
504	1
505	1
506	1
507	1
508	1
509	0
510	1
511	1
512	0
513	1
514	1
515	0
516	0
517	1
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	1
526	1
527	1
528	0
529	1
530	1
531	0
532	0
533	0
534	1
535	1
536	1
537	1
538	0
539	0
540	0
541	1
542	0
543	1
544	0
545	1
546	1
547	1
548	1
549	0
550	1
551	1
552	1
553	0
554	1
555	0
556	1
557	1
558	1
559	1
560	1
561	1
562	0
563	1
564	1
565	0
566	1
567	0
568	0
569	1
570	0
571	0
572	0
573	1
574	1
575	1
576	1
577	1
578	0
579	1
580	1
581	0
582	1
583	0
584	1
585	0
586	0
587	0
588	1
589	0
590	1
591	0
592	0
593	0
594	0
595	0
596	0
597	1
598	0
599	1
600	0
601	1
602	1
603	0
604	0
605	1
606	1
607	0
608	0
609	0
610	0
611	0
612	0
613	1
614	0
615	0
616	1
617	0
618	0
619	1
620	0
621	1
622	0
623	0
624	1
625	0
626	1
627	0
628	0
629	1
630	0
631	0
632	1
633	1
634	0
635	0
636	0
637	1
638	1
639	0
640	0
641	1
642	0
643	1
644	0
645	1
646	1
647	0
648	0
649	0
650	0
651	0
652	1
653	0
654	1
655	0
656	1
657	1
658	1
659	0
660	0
661	1
662	1
663	0
664	1
665	0
666	0
667	0
668	1
669	0
670	1
671	1
672	0
673	0
674	0
675	1
676	0
677	0
678	1
679	1
680	0
681	1
682	0
683	1
684	1
685	0
686	1
687	1
688	0
689	0
690	1
691	0
692	0
693	1
694	0
695	0
696	1
697	0
698	0
699	0
700	0
701	1
702	1
703	1
704	1
705	1
706	1
707	0
708	0
709	0
710	1
711	0
712	1
713	0
714	0
715	1
716	1
717	0
718	1
719	0
720	0
721	0
722	0
723	1
724	1
725	0
726	0
727	1
728	1
729	1
730	1
731	1
732	0
733	1
734	1
735	0
736	1
737	0
738	0
739	0
740	0
741	1
742	0
743	1
744	1
745	0
746	0
747	1
748	1
749	1
750	1
751	1
752	1
753	0
754	1
755	0
756	1
757	1
758	1
759	0
760	0
761	1
762	0
763	1
764	1
765	1
766	1
767	0
768	0
769	1
770	1
771	0
772	1
773	1
774	0
775	1
776	0
777	1
778	1
779	1
780	1
781	1
782	0
783	1
784	1
785	1
786	0
787	1
788	0
789	0
790	0
791	0
792	1
793	0
794	0
795	1
796	0
797	0
798	0
799	1
800	0
801	0
802	1
803	0
804	0
805	0
806	0
807	1
808	1
809	0
810	1
811	0
812	1
813	1
814	0
815	0
816	0
817	1
818	1
819	1
820	1
821	1
822	1
823	0
824	1
825	1
826	0
827	0
828	1
829	1
830	1
831	1
832	1
833	1
834	1
835	0
836	1
837	1
838	0
839	0
840	1
841	1
842	1
843	1
844	1
845	0
